Order ID,Order Date,Order Time,Hour,Day,Month,Weekend/Weekday,Time of Day,Branch,Product Name,Category,Unit Price,Quantity,Sales,Profit,Customer Type,Payment Mode
ORD-01969,2025-03-03,19:23,19,Monday,March,Weekday,Evening,Downtown,Stuffed Garlic Bread,Sides,7.99,3,23.97,10.18,Delivery,Google Pay
ORD-01970,2025-03-03,19:48,19,Monday,March,Weekday,Evening,East Austin,Choco Lava Cake,Desserts,4.99,1,4.99,2.06,Takeaway,Card
ORD-01971,2025-03-03,20:08,20,Monday,March,Weekday,Evening,The Domain,Buffalo Chicken,Pizza,16.49,1,16.49,8.26,Delivery,Card
ORD-01972,2025-03-03,20:21,20,Monday,March,Weekday,Evening,The Domain,Chicken Wings,Sides,9.99,3,29.97,13.81,Takeaway,Cash
ORD-01973,2025-03-03,20:33,20,Monday,March,Weekday,Evening,South Congress,Farmhouse Veggie,Pizza,13.99,1,13.99,6.47,Takeaway,Apple Pay
ORD-01974,2025-03-03,20:38,20,Monday,March,Weekday,Evening,South Congress,Veggie Overload,Pizza,14.49,2,28.98,13.98,Delivery,Apple Pay
ORD-01975,2025-03-03,21:32,21,Monday,March,Weekday,Night,Round Rock,Lemonade,Beverages,3.99,2,7.98,3.96,Delivery,Card
ORD-01976,2025-03-03,22:17,22,Monday,March,Weekday,Night,Downtown,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.72,Dine-in,Google Pay
ORD-01977,2025-03-03,22:24,22,Monday,March,Weekday,Night,East Austin,BBQ Chicken,Pizza,15.99,1,15.99,7.85,Delivery,Google Pay
ORD-01978,2025-03-03,22:28,22,Monday,March,Weekday,Night,Round Rock,Stuffed Crust Supreme,Pizza,18.99,3,56.97,28.09,Delivery,Cash
ORD-01979,2025-03-04,10:09,10,Tuesday,March,Weekday,Morning,East Austin,Margherita,Pizza,11.99,3,35.97,17.79,Dine-in,Cash
ORD-01980,2025-03-04,10:52,10,Tuesday,March,Weekday,Morning,South Congress,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.81,Dine-in,Card
ORD-01981,2025-03-04,11:34,11,Tuesday,March,Weekday,Morning,Downtown,Farmhouse Veggie,Pizza,13.99,2,27.98,12.51,Delivery,Card
ORD-01982,2025-03-04,12:02,12,Tuesday,March,Weekday,Afternoon,East Austin,Soda,Beverages,2.49,1,2.49,1.25,Takeaway,Apple Pay
ORD-01983,2025-03-04,12:07,12,Tuesday,March,Weekday,Afternoon,East Austin,Potato Wedges,Sides,5.49,2,10.98,4.58,Dine-in,Google Pay
ORD-01984,2025-03-04,12:08,12,Tuesday,March,Weekday,Afternoon,Round Rock,Chicken Wings,Sides,9.99,2,19.98,7.95,Takeaway,Google Pay
ORD-01985,2025-03-04,12:15,12,Tuesday,March,Weekday,Afternoon,East Austin,Pizza Mania Combo,Combos,19.99,3,59.97,21.64,Takeaway,Google Pay
ORD-01986,2025-03-04,13:00,13,Tuesday,March,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,3,7.47,3.72,Delivery,Apple Pay
ORD-01987,2025-03-04,13:44,13,Tuesday,March,Weekday,Afternoon,The Domain,Family Feast Combo,Combos,29.99,3,89.97,36.47,Takeaway,Google Pay
ORD-01988,2025-03-04,15:42,15,Tuesday,March,Weekday,Afternoon,Round Rock,Margherita,Pizza,11.99,4,47.96,22.76,Delivery,Card
ORD-01989,2025-03-04,16:13,16,Tuesday,March,Weekday,Afternoon,Downtown,Chicken Wings,Sides,9.99,3,29.97,12.15,Dine-in,Google Pay
ORD-01990,2025-03-04,16:19,16,Tuesday,March,Weekday,Afternoon,East Austin,Margherita,Pizza,11.99,4,47.96,23.43,Dine-in,Google Pay
ORD-01991,2025-03-04,16:31,16,Tuesday,March,Weekday,Afternoon,East Austin,Pizza Mania Combo,Combos,19.99,1,19.99,7.07,Delivery,Apple Pay
ORD-01992,2025-03-04,16:38,16,Tuesday,March,Weekday,Afternoon,Downtown,Margherita,Pizza,11.99,3,35.97,16.38,Dine-in,Card
ORD-01993,2025-03-04,16:40,16,Tuesday,March,Weekday,Afternoon,South Congress,Farmhouse Veggie,Pizza,13.99,2,27.98,13.88,Dine-in,Card
ORD-01994,2025-03-04,17:57,17,Tuesday,March,Weekday,Evening,Downtown,Choco Lava Cake,Desserts,4.99,2,9.98,4.02,Delivery,Cash
ORD-01995,2025-03-04,18:20,18,Tuesday,March,Weekday,Evening,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.44,Dine-in,Apple Pay
ORD-01996,2025-03-04,18:48,18,Tuesday,March,Weekday,Evening,Downtown,Potato Wedges,Sides,5.49,2,10.98,4.42,Delivery,Apple Pay
ORD-01997,2025-03-04,19:00,19,Tuesday,March,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,2,27.98,13.75,Dine-in,Google Pay
ORD-01998,2025-03-04,19:15,19,Tuesday,March,Weekday,Evening,South Congress,Family Feast Combo,Combos,29.99,1,29.99,10.77,Takeaway,Card
ORD-01999,2025-03-04,19:39,19,Tuesday,March,Weekday,Evening,East Austin,Chicken Wings,Sides,9.99,1,9.99,4.0,Delivery,Card
ORD-02000,2025-03-04,19:40,19,Tuesday,March,Weekday,Evening,Round Rock,Lemonade,Beverages,3.99,1,3.99,1.97,Dine-in,Google Pay
ORD-02001,2025-03-04,19:48,19,Tuesday,March,Weekday,Evening,Downtown,Lemonade,Beverages,3.99,1,3.99,1.91,Delivery,Apple Pay
ORD-02002,2025-03-04,19:49,19,Tuesday,March,Weekday,Evening,East Austin,BBQ Chicken,Pizza,15.99,2,31.98,15.11,Dine-in,Google Pay
ORD-02003,2025-03-04,20:14,20,Tuesday,March,Weekday,Evening,East Austin,BBQ Chicken,Pizza,15.99,1,15.99,7.37,Delivery,Card
ORD-02004,2025-03-04,20:23,20,Tuesday,March,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.52,Dine-in,Google Pay
ORD-02005,2025-03-04,20:24,20,Tuesday,March,Weekday,Evening,East Austin,Garlic Breadsticks,Sides,6.49,1,6.49,2.71,Dine-in,Cash
ORD-02006,2025-03-04,21:07,21,Tuesday,March,Weekday,Night,Downtown,Potato Wedges,Sides,5.49,2,10.98,4.45,Takeaway,Cash
ORD-02007,2025-03-04,21:31,21,Tuesday,March,Weekday,Night,Round Rock,Veggie Overload,Pizza,14.49,2,28.98,13.61,Dine-in,Card
ORD-02008,2025-03-04,21:48,21,Tuesday,March,Weekday,Night,South Congress,Iced Tea,Beverages,3.49,1,3.49,1.73,Delivery,Card
ORD-02009,2025-03-04,21:54,21,Tuesday,March,Weekday,Night,Downtown,Family Feast Combo,Combos,29.99,1,29.99,10.06,Delivery,Apple Pay
ORD-02010,2025-03-04,22:01,22,Tuesday,March,Weekday,Night,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.15,Delivery,Card
ORD-02011,2025-03-04,22:03,22,Tuesday,March,Weekday,Night,Downtown,Iced Tea,Beverages,3.49,2,6.98,3.31,Takeaway,Cash
ORD-02012,2025-03-04,22:04,22,Tuesday,March,Weekday,Night,Downtown,Chicken Wings,Sides,9.99,3,29.97,12.55,Dine-in,Apple Pay
ORD-02013,2025-03-04,22:07,22,Tuesday,March,Weekday,Night,The Domain,Stuffed Crust Supreme,Pizza,18.99,2,37.98,19.96,Takeaway,Apple Pay
ORD-02014,2025-03-04,22:57,22,Tuesday,March,Weekday,Night,Round Rock,Buffalo Chicken,Pizza,16.49,1,16.49,8.05,Delivery,Card
ORD-02015,2025-03-04,23:06,23,Tuesday,March,Weekday,Night,Downtown,BBQ Chicken,Pizza,15.99,4,63.96,28.74,Delivery,Card
ORD-02016,2025-03-04,23:07,23,Tuesday,March,Weekday,Night,Downtown,Garlic Breadsticks,Sides,6.49,3,19.47,8.13,Dine-in,Card
ORD-02017,2025-03-04,23:12,23,Tuesday,March,Weekday,Night,The Domain,Chicken Wings,Sides,9.99,3,29.97,13.5,Dine-in,Google Pay
ORD-02018,2025-03-05,10:06,10,Wednesday,March,Weekday,Morning,The Domain,Iced Tea,Beverages,3.49,2,6.98,3.63,Delivery,Card
ORD-02019,2025-03-05,11:26,11,Wednesday,March,Weekday,Morning,The Domain,Farmhouse Veggie,Pizza,13.99,1,13.99,7.21,Takeaway,Cash
ORD-02020,2025-03-05,12:37,12,Wednesday,March,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,1,2.49,1.28,Dine-in,Card
ORD-02021,2025-03-05,13:37,13,Wednesday,March,Weekday,Afternoon,East Austin,Garlic Breadsticks,Sides,6.49,1,6.49,2.69,Dine-in,Cash
ORD-02022,2025-03-05,13:40,13,Wednesday,March,Weekday,Afternoon,Round Rock,Garlic Breadsticks,Sides,6.49,1,6.49,2.61,Takeaway,Card
ORD-02023,2025-03-05,14:26,14,Wednesday,March,Weekday,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.39,Takeaway,Apple Pay
ORD-02024,2025-03-05,14:42,14,Wednesday,March,Weekday,Afternoon,East Austin,Lemonade,Beverages,3.99,2,7.98,4.11,Delivery,Apple Pay
ORD-02025,2025-03-05,15:00,15,Wednesday,March,Weekday,Afternoon,Round Rock,Veggie Overload,Pizza,14.49,4,57.96,27.2,Takeaway,Google Pay
ORD-02026,2025-03-05,17:48,17,Wednesday,March,Weekday,Evening,South Congress,Pizza Mania Combo,Combos,19.99,4,79.96,29.3,Dine-in,Google Pay
ORD-02027,2025-03-05,17:58,17,Wednesday,March,Weekday,Evening,Downtown,Pizza Mania Combo,Combos,19.99,2,39.98,13.81,Takeaway,Google Pay
ORD-02028,2025-03-05,19:20,19,Wednesday,March,Weekday,Evening,Round Rock,Soda,Beverages,2.49,4,9.96,4.83,Dine-in,Cash
ORD-02029,2025-03-05,19:48,19,Wednesday,March,Weekday,Evening,East Austin,Margherita,Pizza,11.99,2,23.98,11.26,Takeaway,Card
ORD-02030,2025-03-05,19:51,19,Wednesday,March,Weekday,Evening,Round Rock,Buffalo Chicken,Pizza,16.49,2,32.98,15.16,Delivery,Google Pay
ORD-02031,2025-03-05,20:20,20,Wednesday,March,Weekday,Evening,East Austin,Choco Lava Cake,Desserts,4.99,1,4.99,2.07,Dine-in,Card
ORD-02032,2025-03-05,20:45,20,Wednesday,March,Weekday,Evening,The Domain,Family Feast Combo,Combos,29.99,2,59.98,22.66,Takeaway,Apple Pay
ORD-02033,2025-03-05,20:46,20,Wednesday,March,Weekday,Evening,Downtown,Lemonade,Beverages,3.99,2,7.98,3.92,Takeaway,Apple Pay
ORD-02034,2025-03-05,20:50,20,Wednesday,March,Weekday,Evening,Downtown,Garlic Breadsticks,Sides,6.49,2,12.98,5.1,Dine-in,Card
ORD-02035,2025-03-05,21:15,21,Wednesday,March,Weekday,Night,East Austin,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.47,Takeaway,Cash
ORD-02036,2025-03-05,21:49,21,Wednesday,March,Weekday,Night,South Congress,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.14,Dine-in,Cash
ORD-02037,2025-03-05,22:15,22,Wednesday,March,Weekday,Night,Downtown,Lemonade,Beverages,3.99,4,15.96,7.82,Takeaway,Card
ORD-02038,2025-03-05,22:20,22,Wednesday,March,Weekday,Night,Round Rock,Farmhouse Veggie,Pizza,13.99,2,27.98,12.98,Dine-in,Cash
ORD-02039,2025-03-05,22:22,22,Wednesday,March,Weekday,Night,The Domain,BBQ Chicken,Pizza,15.99,3,47.97,24.98,Delivery,Card
ORD-02040,2025-03-05,22:34,22,Wednesday,March,Weekday,Night,Downtown,Stuffed Crust Supreme,Pizza,18.99,1,18.99,8.63,Delivery,Card
ORD-02041,2025-03-05,23:18,23,Wednesday,March,Weekday,Night,Downtown,Veggie Overload,Pizza,14.49,3,43.47,19.51,Takeaway,Apple Pay
ORD-02042,2025-03-05,23:29,23,Wednesday,March,Weekday,Night,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.57,Delivery,Cash
ORD-02043,2025-03-06,10:53,10,Thursday,March,Weekday,Morning,The Domain,Farmhouse Veggie,Pizza,13.99,3,41.97,21.15,Takeaway,Card
ORD-02044,2025-03-06,11:01,11,Thursday,March,Weekday,Morning,East Austin,Choco Lava Cake,Desserts,4.99,2,9.98,4.3,Delivery,Google Pay
ORD-02045,2025-03-06,12:30,12,Thursday,March,Weekday,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,2,15.98,6.63,Takeaway,Cash
ORD-02046,2025-03-06,12:34,12,Thursday,March,Weekday,Afternoon,East Austin,BBQ Chicken,Pizza,15.99,3,47.97,23.01,Dine-in,Cash
ORD-02047,2025-03-06,12:49,12,Thursday,March,Weekday,Afternoon,Round Rock,Margherita,Pizza,11.99,3,35.97,17.12,Delivery,Card
ORD-02048,2025-03-06,13:57,13,Thursday,March,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,2,4.98,2.46,Takeaway,Cash
ORD-02049,2025-03-06,14:51,14,Thursday,March,Weekday,Afternoon,Downtown,Chicken Wings,Sides,9.99,1,9.99,4.26,Delivery,Google Pay
ORD-02050,2025-03-06,15:57,15,Thursday,March,Weekday,Afternoon,South Congress,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.55,Delivery,Card
ORD-02051,2025-03-06,16:06,16,Thursday,March,Weekday,Afternoon,Downtown,Choco Lava Cake,Desserts,4.99,3,14.97,5.86,Delivery,Google Pay
ORD-02052,2025-03-06,16:33,16,Thursday,March,Weekday,Afternoon,South Congress,Soda,Beverages,2.49,1,2.49,1.27,Dine-in,Card
ORD-02053,2025-03-06,16:57,16,Thursday,March,Weekday,Afternoon,South Congress,BBQ Chicken,Pizza,15.99,1,15.99,7.87,Takeaway,Apple Pay
ORD-02054,2025-03-06,17:52,17,Thursday,March,Weekday,Evening,Round Rock,Soda,Beverages,2.49,1,2.49,1.2,Delivery,Google Pay
ORD-02055,2025-03-06,18:18,18,Thursday,March,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,3,41.97,19.96,Takeaway,Apple Pay
ORD-02056,2025-03-06,19:52,19,Thursday,March,Weekday,Evening,Downtown,Potato Wedges,Sides,5.49,3,16.47,6.67,Dine-in,Apple Pay
ORD-02057,2025-03-06,20:07,20,Thursday,March,Weekday,Evening,East Austin,Soda,Beverages,2.49,2,4.98,2.41,Takeaway,Apple Pay
ORD-02058,2025-03-06,20:48,20,Thursday,March,Weekday,Evening,South Congress,Veggie Overload,Pizza,14.49,2,28.98,13.92,Takeaway,Card
ORD-02059,2025-03-06,21:50,21,Thursday,March,Weekday,Night,South Congress,BBQ Chicken,Pizza,15.99,1,15.99,7.83,Delivery,Card
ORD-02060,2025-03-06,22:03,22,Thursday,March,Weekday,Night,Downtown,Family Feast Combo,Combos,29.99,4,119.96,41.61,Takeaway,Card
ORD-02061,2025-03-06,22:27,22,Thursday,March,Weekday,Night,Round Rock,Stuffed Crust Supreme,Pizza,18.99,2,37.98,17.97,Delivery,Card
ORD-02062,2025-03-06,22:42,22,Thursday,March,Weekday,Night,The Domain,Soda,Beverages,2.49,2,4.98,2.66,Dine-in,Cash
ORD-02063,2025-03-06,22:59,22,Thursday,March,Weekday,Night,South Congress,Choco Lava Cake,Desserts,4.99,1,4.99,2.06,Takeaway,Cash
ORD-02064,2025-03-07,11:08,11,Friday,March,Weekday,Morning,Downtown,Stuffed Crust Supreme,Pizza,18.99,2,37.98,18.27,Dine-in,Card
ORD-02065,2025-03-07,11:12,11,Friday,March,Weekday,Morning,Downtown,Chicken Wings,Sides,9.99,2,19.98,8.1,Takeaway,Cash
ORD-02066,2025-03-07,11:35,11,Friday,March,Weekday,Morning,East Austin,Soda,Beverages,2.49,1,2.49,1.2,Delivery,Apple Pay
ORD-02067,2025-03-07,12:38,12,Friday,March,Weekday,Afternoon,The Domain,Iced Tea,Beverages,3.49,2,6.98,3.77,Delivery,Cash
ORD-02068,2025-03-07,13:06,13,Friday,March,Weekday,Afternoon,Downtown,BBQ Chicken,Pizza,15.99,1,15.99,7.62,Delivery,Card
ORD-02069,2025-03-07,13:43,13,Friday,March,Weekday,Afternoon,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.84,Takeaway,Apple Pay
ORD-02070,2025-03-07,13:51,13,Friday,March,Weekday,Afternoon,Downtown,Garlic Breadsticks,Sides,6.49,2,12.98,5.09,Delivery,Apple Pay
ORD-02071,2025-03-07,13:54,13,Friday,March,Weekday,Afternoon,East Austin,Farmhouse Veggie,Pizza,13.99,1,13.99,6.89,Takeaway,Apple Pay
ORD-02072,2025-03-07,14:06,14,Friday,March,Weekday,Afternoon,The Domain,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.6,Dine-in,Card
ORD-02073,2025-03-07,15:23,15,Friday,March,Weekday,Afternoon,South Congress,Veggie Overload,Pizza,14.49,4,57.96,27.61,Delivery,Google Pay
ORD-02074,2025-03-07,15:32,15,Friday,March,Weekday,Afternoon,The Domain,Margherita,Pizza,11.99,4,47.96,23.76,Dine-in,Card
ORD-02075,2025-03-07,15:41,15,Friday,March,Weekday,Afternoon,The Domain,BBQ Chicken,Pizza,15.99,2,31.98,16.91,Delivery,Apple Pay
ORD-02076,2025-03-07,16:28,16,Friday,March,Weekday,Afternoon,East Austin,Stuffed Crust Supreme,Pizza,18.99,1,18.99,8.75,Dine-in,Cash
ORD-02077,2025-03-07,16:31,16,Friday,March,Weekday,Afternoon,Round Rock,Family Feast Combo,Combos,29.99,1,29.99,10.23,Takeaway,Card
ORD-02078,2025-03-07,16:48,16,Friday,March,Weekday,Afternoon,Round Rock,Veggie Overload,Pizza,14.49,1,14.49,6.81,Dine-in,Card
ORD-02079,2025-03-07,17:35,17,Friday,March,Weekday,Evening,East Austin,Farmhouse Veggie,Pizza,13.99,2,27.98,13.24,Takeaway,Card
ORD-02080,2025-03-07,17:48,17,Friday,March,Weekday,Evening,East Austin,Margherita,Pizza,11.99,1,11.99,5.9,Takeaway,Cash
ORD-02081,2025-03-07,17:55,17,Friday,March,Weekday,Evening,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,15.62,Delivery,Apple Pay
ORD-02082,2025-03-07,18:38,18,Friday,March,Weekday,Evening,Downtown,Stuffed Garlic Bread,Sides,7.99,3,23.97,9.75,Delivery,Apple Pay
ORD-02083,2025-03-07,19:01,19,Friday,March,Weekday,Evening,Downtown,Margherita,Pizza,11.99,2,23.98,11.34,Dine-in,Card
ORD-02084,2025-03-07,19:09,19,Friday,March,Weekday,Evening,The Domain,BBQ Chicken,Pizza,15.99,1,15.99,7.94,Takeaway,Apple Pay
ORD-02085,2025-03-07,19:28,19,Friday,March,Weekday,Evening,East Austin,Chicken Wings,Sides,9.99,1,9.99,4.37,Takeaway,Apple Pay
ORD-02086,2025-03-07,19:41,19,Friday,March,Weekday,Evening,East Austin,Family Feast Combo,Combos,29.99,2,59.98,22.39,Dine-in,Google Pay
ORD-02087,2025-03-07,20:38,20,Friday,March,Weekday,Evening,Downtown,Veggie Overload,Pizza,14.49,3,43.47,19.52,Dine-in,Google Pay
ORD-02088,2025-03-07,20:41,20,Friday,March,Weekday,Evening,South Congress,Pizza Mania Combo,Combos,19.99,1,19.99,7.5,Delivery,Cash
ORD-02089,2025-03-07,20:45,20,Friday,March,Weekday,Evening,The Domain,Farmhouse Veggie,Pizza,13.99,1,13.99,7.17,Dine-in,Google Pay
ORD-02090,2025-03-07,20:55,20,Friday,March,Weekday,Evening,East Austin,Potato Wedges,Sides,5.49,1,5.49,2.41,Takeaway,Cash
ORD-02091,2025-03-07,20:58,20,Friday,March,Weekday,Evening,South Congress,Lemonade,Beverages,3.99,1,3.99,1.93,Takeaway,Cash
ORD-02092,2025-03-07,21:02,21,Friday,March,Weekday,Night,Downtown,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.24,Delivery,Card
ORD-02093,2025-03-07,21:25,21,Friday,March,Weekday,Night,The Domain,Farmhouse Veggie,Pizza,13.99,2,27.98,14.11,Takeaway,Apple Pay
ORD-02094,2025-03-07,21:45,21,Friday,March,Weekday,Night,South Congress,Margherita,Pizza,11.99,2,23.98,11.56,Takeaway,Apple Pay
ORD-02095,2025-03-07,21:58,21,Friday,March,Weekday,Night,The Domain,BBQ Chicken,Pizza,15.99,3,47.97,23.83,Delivery,Card
ORD-02096,2025-03-07,22:05,22,Friday,March,Weekday,Night,South Congress,Soda,Beverages,2.49,2,4.98,2.42,Takeaway,Apple Pay
ORD-02097,2025-03-07,22:24,22,Friday,March,Weekday,Night,South Congress,Chicken Wings,Sides,9.99,2,19.98,8.33,Delivery,Apple Pay
ORD-02098,2025-03-07,22:59,22,Friday,March,Weekday,Night,East Austin,Soda,Beverages,2.49,2,4.98,2.5,Delivery,Cash
ORD-02099,2025-03-07,22:59,22,Friday,March,Weekday,Night,Downtown,Farmhouse Veggie,Pizza,13.99,1,13.99,6.64,Delivery,Card
ORD-02100,2025-03-07,23:30,23,Friday,March,Weekday,Night,The Domain,Chicken Wings,Sides,9.99,4,39.96,17.17,Takeaway,Card
ORD-02101,2025-03-07,23:32,23,Friday,March,Weekday,Night,Downtown,Buffalo Chicken,Pizza,16.49,1,16.49,7.91,Delivery,Card
ORD-02102,2025-03-08,10:05,10,Saturday,March,Weekend,Morning,Round Rock,Farmhouse Veggie,Pizza,13.99,2,27.98,13.1,Delivery,Apple Pay
ORD-02103,2025-03-08,10:29,10,Saturday,March,Weekend,Morning,Downtown,Choco Lava Cake,Desserts,4.99,2,9.98,4.1,Dine-in,Apple Pay
ORD-02104,2025-03-08,11:01,11,Saturday,March,Weekend,Morning,Downtown,Soda,Beverages,2.49,2,4.98,2.47,Takeaway,Cash
ORD-02105,2025-03-08,11:06,11,Saturday,March,Weekend,Morning,Downtown,Lemonade,Beverages,3.99,1,3.99,1.93,Delivery,Cash
ORD-02106,2025-03-08,11:43,11,Saturday,March,Weekend,Morning,East Austin,Lemonade,Beverages,3.99,1,3.99,1.94,Delivery,Google Pay
ORD-02107,2025-03-08,12:43,12,Saturday,March,Weekend,Afternoon,South Congress,Garlic Breadsticks,Sides,6.49,4,25.96,10.69,Dine-in,Google Pay
ORD-02108,2025-03-08,12:48,12,Saturday,March,Weekend,Afternoon,East Austin,Choco Lava Cake,Desserts,4.99,2,9.98,4.28,Takeaway,Card
ORD-02109,2025-03-08,13:34,13,Saturday,March,Weekend,Afternoon,Downtown,Farmhouse Veggie,Pizza,13.99,2,27.98,13.15,Takeaway,Cash
ORD-02110,2025-03-08,14:07,14,Saturday,March,Weekend,Afternoon,Downtown,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.27,Dine-in,Card
ORD-02111,2025-03-08,14:39,14,Saturday,March,Weekend,Afternoon,Round Rock,Buffalo Chicken,Pizza,16.49,2,32.98,16.15,Delivery,Card
ORD-02112,2025-03-08,14:40,14,Saturday,March,Weekend,Afternoon,East Austin,Stuffed Garlic Bread,Sides,7.99,1,7.99,3.26,Delivery,Card
ORD-02113,2025-03-08,15:34,15,Saturday,March,Weekend,Afternoon,Round Rock,Family Feast Combo,Combos,29.99,3,89.97,33.45,Takeaway,Card
ORD-02114,2025-03-08,15:47,15,Saturday,March,Weekend,Afternoon,South Congress,Veggie Overload,Pizza,14.49,1,14.49,6.86,Takeaway,Cash
ORD-02115,2025-03-08,17:51,17,Saturday,March,Weekend,Evening,The Domain,Stuffed Crust Supreme,Pizza,18.99,4,75.96,40.43,Takeaway,Card
ORD-02116,2025-03-08,18:30,18,Saturday,March,Weekend,Evening,The Domain,BBQ Chicken,Pizza,15.99,2,31.98,16.72,Dine-in,Apple Pay
ORD-02117,2025-03-08,18:51,18,Saturday,March,Weekend,Evening,East Austin,Pizza Mania Combo,Combos,19.99,1,19.99,7.56,Dine-in,Card
ORD-02118,2025-03-08,19:03,19,Saturday,March,Weekend,Evening,Downtown,Choco Lava Cake,Desserts,4.99,2,9.98,4.03,Takeaway,Cash
ORD-02119,2025-03-08,19:22,19,Saturday,March,Weekend,Evening,Downtown,Buffalo Chicken,Pizza,16.49,2,32.98,15.67,Takeaway,Card
ORD-02120,2025-03-08,19:24,19,Saturday,March,Weekend,Evening,The Domain,Stuffed Crust Supreme,Pizza,18.99,2,37.98,19.19,Dine-in,Card
ORD-02121,2025-03-08,19:26,19,Saturday,March,Weekend,Evening,Downtown,Farmhouse Veggie,Pizza,13.99,4,55.96,27.06,Delivery,Google Pay
ORD-02122,2025-03-08,19:33,19,Saturday,March,Weekend,Evening,The Domain,Garlic Breadsticks,Sides,6.49,4,25.96,11.51,Dine-in,Google Pay
ORD-02123,2025-03-08,19:38,19,Saturday,March,Weekend,Evening,South Congress,Stuffed Crust Supreme,Pizza,18.99,1,18.99,9.2,Dine-in,Card
ORD-02124,2025-03-08,19:39,19,Saturday,March,Weekend,Evening,The Domain,Soda,Beverages,2.49,4,9.96,5.38,Takeaway,Card
ORD-02125,2025-03-08,19:43,19,Saturday,March,Weekend,Evening,Round Rock,Potato Wedges,Sides,5.49,1,5.49,2.31,Dine-in,Apple Pay
ORD-02126,2025-03-08,19:52,19,Saturday,March,Weekend,Evening,East Austin,Soda,Beverages,2.49,1,2.49,1.26,Dine-in,Cash
ORD-02127,2025-03-08,20:07,20,Saturday,March,Weekend,Evening,South Congress,Garlic Breadsticks,Sides,6.49,3,19.47,8.14,Dine-in,Apple Pay
ORD-02128,2025-03-08,20:24,20,Saturday,March,Weekend,Evening,Downtown,Chicken Wings,Sides,9.99,2,19.98,7.78,Delivery,Apple Pay
ORD-02129,2025-03-08,20:32,20,Saturday,March,Weekend,Evening,Round Rock,Margherita,Pizza,11.99,2,23.98,11.11,Dine-in,Card
ORD-02130,2025-03-08,20:47,20,Saturday,March,Weekend,Evening,East Austin,BBQ Chicken,Pizza,15.99,1,15.99,7.81,Delivery,Card
ORD-02131,2025-03-08,20:51,20,Saturday,March,Weekend,Evening,South Congress,Margherita,Pizza,11.99,1,11.99,5.92,Delivery,Apple Pay
ORD-02132,2025-03-08,20:58,20,Saturday,March,Weekend,Evening,South Congress,Choco Lava Cake,Desserts,4.99,1,4.99,2.04,Delivery,Apple Pay
ORD-02133,2025-03-08,20:59,20,Saturday,March,Weekend,Evening,Downtown,Buffalo Chicken,Pizza,16.49,1,16.49,7.41,Takeaway,Google Pay
ORD-02134,2025-03-08,21:06,21,Saturday,March,Weekend,Night,South Congress,Brownie Sundae,Desserts,5.99,3,17.97,7.61,Takeaway,Card
ORD-02135,2025-03-08,21:07,21,Saturday,March,Weekend,Night,The Domain,Garlic Breadsticks,Sides,6.49,2,12.98,5.62,Takeaway,Card
ORD-02136,2025-03-08,21:23,21,Saturday,March,Weekend,Night,South Congress,Iced Tea,Beverages,3.49,1,3.49,1.74,Dine-in,Card
ORD-02137,2025-03-08,21:26,21,Saturday,March,Weekend,Night,Round Rock,Pizza Mania Combo,Combos,19.99,1,19.99,6.89,Takeaway,Google Pay
ORD-02138,2025-03-08,21:55,21,Saturday,March,Weekend,Night,South Congress,BBQ Chicken,Pizza,15.99,2,31.98,14.71,Takeaway,Card
ORD-02139,2025-03-08,22:03,22,Saturday,March,Weekend,Night,Downtown,Garlic Breadsticks,Sides,6.49,3,19.47,8.16,Delivery,Apple Pay
ORD-02140,2025-03-08,22:20,22,Saturday,March,Weekend,Night,The Domain,Stuffed Crust Supreme,Pizza,18.99,2,37.98,19.08,Delivery,Card
ORD-02141,2025-03-08,22:22,22,Saturday,March,Weekend,Night,East Austin,Pizza Mania Combo,Combos,19.99,3,59.97,22.09,Takeaway,Apple Pay
ORD-02142,2025-03-08,22:43,22,Saturday,March,Weekend,Night,East Austin,Margherita,Pizza,11.99,1,11.99,5.92,Dine-in,Card
ORD-02143,2025-03-08,22:44,22,Saturday,March,Weekend,Night,South Congress,Soda,Beverages,2.49,1,2.49,1.25,Dine-in,Cash
